,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
830,PR24_pl,"Zakażoną osobą jest córka chińskiego turysty, u którego wcześniej także stwierdzono groźnego wirusa z #Wuhan i który przebywa w szpitalu w stanie ciężkim. #koronawirus ",2020-01-29 22:37:37+00:00,1,3,,#Wuhan #koronawirus
831,Jacpoludek,Dzienny wzrost zachorowań na #coronavirus #koronawirus w prowincji Hubei. ,2020-01-29 22:35:31+00:00,0,1,,#coronavirus #koronawirus
832,JaskuAnna,A propos koronawirus. Kto z Was przechodził ciężko grypę lub z powikłaniami? ,2020-01-29 22:32:59+00:00,0,2,,
833,PR24_pl,- Jesteśmy w stałym kontakcie ze wszystkimi szpitalami na terenie całego kraju - podkreślił wiceminister zdrowia Janusz Cieszyński. #koronawirus ,2020-01-29 22:31:53+00:00,1,2,,#koronawirus
834,popiolowylas,ten kto w to gral odkad koronawirus kroluje na bank sprobowal chociaz razzz,2020-01-29 22:31:31+00:00,0,0,,
835,Kubalessini,"Ponad 1000 nowych przypadków i 37 nowych zgonów, liczba ofiar śmiertelnych wzrasta do 162 #武汉肺炎 #WuhanCoronavirus #China #coronaravirus #koronawirus #virus #Corona",2020-01-29 22:30:59+00:00,0,0,,#WuhanCoronavirus #China #coronaravirus #koronawirus #virus #Corona
836,Jacpoludek,#Coronavirus #koronawirus #Wuhan ... zmarło kolejne 37 osób.,2020-01-29 22:29:23+00:00,1,3,,#Coronavirus #koronawirus #Wuhan
837,KsiezAda,Tak to prawda. Tym bardziej ze pierwsze objawy przypominaja zwylke przeziebienie dopiero kiedy zaczynaja sie problemy z oddychaniem to wtedy mozna podejrzewac #koronawirus Goraczka nie zawsze wystepuje tak samo jak w przebiegu grypy u niektorych.,2020-01-29 22:28:38+00:00,0,1,,#koronawirus
838,MateoPoznan,"Koronawirus uderza w globalne firmy: Pepsi, Siemens i Peugeot w epicentrum epidemii(via @Pocket) https://pocket.co/sdgW9X",2020-01-29 22:27:06+00:00,0,0,@Pocket,
839,stefan_bury,"Dżuma XXI wieku Koronawirus, zastrasząco rozprzestrzenia się! Przerażające prognozy, mówią, że w ciągu najbliższych 3 miesięcy aż 65 milionów osób może umrzeć wskutek zapalenia płuc, wywołanego właśnie koronawirusem. https://otopress.pl/2020/01/28/koronawirus-wuhan-chiny/ przez @otopresspl",2020-01-29 22:23:31+00:00,0,1,@otopresspl,
840,saamidare,"#koronawirus Nie wiem czy wiecie, ale jeden z naszych studentów, którzy byli w Wuhan po długiej obserwacji i badaniach dostał wynik negatywny na obecność tego wirusa i jest całkowicie zdrowy‼️",2020-01-29 22:22:18+00:00,0,8,,#koronawirus
841,Mikey_Satoshi,"📣 New Podcast! ""Krypto-Newsy #189 29.01.2020 | Justin Sun chce wykorzystać KoronaWirus nVOC do promocji Trona, Bitstamp w UK"" on @Spreaker #bitcoin #dobrzejestposzukacdosycdobrze #ethereum #kryptonewsy #kryptowaluty #litecoin #mike #mikesatoshi #neo https://www.spreaker.com/user/mikesatoshikryptonewsy/top-chat-replay-1_3?autoplay=1",2020-01-29 22:20:03+00:00,0,0,@spreaker,#bitcoin #bitcoin #dobrzejestposzukacdosycdobrze #ethereum #kryptonewsy #kryptowaluty #litecoin #mike #mikesatoshi #neo
842,RadioGdansk,"Zapraszamy od rana! Będziemy rozmawiać między innymi o tym, czy #Pomorze jest przygotowane na walkę z #koronawirus.em ",2020-01-29 22:17:58+00:00,3,3,,#Pomorze #koronawirus
843,Kamil80852066,Czy KORONAWIRUS WUHAN zagraża POLSCE | Nowe fakty https://youtu.be/6f5NqmILFtM przez @YouTube,2020-01-29 22:14:28+00:00,0,0,@YouTube,
844,selciaq,Jak się okaże że koronawirus jest w Polsce to przestanę wychodzić z domu przysięgam,2020-01-29 22:09:59+00:00,0,1,,
845,marbin1976,W. Kraska: Jeśli koronawirus pojawi się w Polsce – jesteśmy na to przygotowani. Mamy przygotowany proces diagnostyczny i opiekę. Pacjenci mogą czuć się bezpiecznie https://www.radiomaryja.pl/?p=2252509,2020-01-29 22:09:07+00:00,0,0,,
846,NaszaMlawa,Co z towarami z CHIN? Koronawirus coraz bliżej Polski. MAPA https://naszamlawa.pl/wiadomosci/co-z-towarami-z-chin-koronawirus-coraz-blizej-polski-mapa/ #mława #naszamlawa,2020-01-29 22:00:07+00:00,0,0,,#m #naszamlawa
847,StLily26,"Z jednej strony moje życie jest bardzo chujowe, a z drugiej nie aż tak chujowe żeby umrzeć na koronawirus, rozumiecie",2020-01-29 21:59:32+00:00,0,0,,
848,rzeczpospolita,Po Niemczech i Francji #koronawirus.a stwierdzono w kolejnym europejskim kraju - został wykryty u turystki z Chin przebywającej w Finlandii. To pierwszy przypadek w Skandynawii ,2020-01-29 21:55:41+00:00,2,2,,#koronawirus
849,ToNiePrzejdzie,"Rachoń w TVP gościł właśnie Bannona który opowiadał, że koronawirus to chińska broń biologiczna. 2 mld pln na ogłupianie. ",2020-01-29 21:54:42+00:00,15,55,,
850,grabiszse,Martwi mnie ten koronawirus...,2020-01-29 21:53:45+00:00,0,17,,
851,przemoro,"Zasadniczo potwierdzono teraz, że koronawirus nie opuści Chin „Oni” wiedzą, czym jest ten wirus i że może głównie wszczepić się tylko u azjatyckich mężczyzn. Nawet wtedy śmiertelność nie jest bardzo wysoka, ale fakt, że jest ona rzeczywiście specyficzna dla rasy i",2020-01-29 21:48:09+00:00,0,0,,
852,APuscikowska,No jak. Koronawirus,2020-01-29 21:47:28+00:00,0,0,,
853,loo_leeta,Koronawirus😪 Szarańcza😪 Jadowite pająki😪 Shrek 5😲 ,2020-01-29 21:47:05+00:00,0,2,,
854,JEZUSIECYTRUSlE,"""według naukowców koronawirus może zabić 65 milionów osób w przeciągu 8 miesięcy na całym świecie"" Więc to tak natura się broni przed naszą rasą",2020-01-29 21:46:54+00:00,0,4,,
855,discodebil,uważaj na 😂😂😂koronawirus😂😂😂,2020-01-29 21:46:15+00:00,0,5,,
856,ParlamentarnyPL,Garść ważnych informacji o #koronawirus prosto z @MZ_GOV_PL @rynekzdrowia,2020-01-29 21:42:22+00:00,1,0,@MZ_GOV_PL @rynekzdrowia,#koronawirus
857,JareckiKuba,"Koronawirus uderza w sport - planowane na połowę marca, w chińskim Nankin, Halowe Mistrzostwa Świata zostały przełożone na przyszły rok z powodu rozprzestrzeniającej się epidemii. Prezydent Chin Xi Jinping mówi wprost - ten wirus to demon. Spokojnej nocy",2020-01-29 21:42:19+00:00,0,0,,
858,uszinek,orientuje się ktoś kiedy te kutasiny z PiSu zawieszą połączenia z Chin? #koronawirus,2020-01-29 21:41:34+00:00,1,13,,#koronawirus
859,MATYLDA__,"Koronawirus w Polsce? Do łódzkiego szpitala trafiła kobieta, która przyjechała z Chin https://www.magnapolonia.org/koronowirus-w-polsce-do-lodzkiego-szpitala-trafila-kobieta-ktora-przyjechala-z-chin/?fbclid=IwAR0YOrRuSfMvUghy07DmMCKOBYKkn0EFltGrueI2Jl3lJOVfXIjvzft_5X4",2020-01-29 21:39:48+00:00,1,1,,
860,Stepien_Ad,"W sytuacji wykrycia choroby #asf u świń, wybijano wszystkie zdrowe świnie w okolicy, czy analogicznie do tej sytuacji gdy zostanie wykryty wirus #koronawirus u człowieka takie same czynności będą miały miejsce?@AGROlajt @MZ_GOV_PL @WetGIW @MRiRW_GOV_PL",2020-01-29 21:38:25+00:00,0,2,@AGROlajt @MZ_GOV_PL @WetGIW @MRiRW_GOV_PL,#asf #koronawirus
861,Zulus_pl,"Ej. Poważnie? 1920? Ostra grypa i koronawirus? Ja zwykły chemik jestem, ale bez przesady.",2020-01-29 21:37:40+00:00,0,1,,
862,oiilouist91,"jestem przerażona tym, że jeszcze miesiąc temu byłam w Monachium i było tam pełno chińczyków, a teraz niedaleko Monachium są ludzie zarażeni koronawirusem 😷 #koronawirus",2020-01-29 21:37:03+00:00,0,1,,#koronawirus
863,iPatrycjaR,Coraz więcej linii lotniczych odwołuje loty do Chin. Odwoływane są imprezy z udziałem obywateli Chin. Kobieca drużyna piłki nożnej z Chin ma przejść kwarantannę przed meczami w Australii. A w Poznaniu 4.02 startuje Budma z udziałem kilkunastu chińskich firm! 🤬#Koronawirus,2020-01-29 21:35:49+00:00,0,3,,#Koronawirus
864,tojestbezsensu,"Kiedy koronawirus wejdzie do Polski, ale ty instalujesz antywirusa. ",2020-01-29 21:35:33+00:00,433,1870,,
865,imkaida,"Przyszła mi paczka z Aliexpress i moja rodzina zaczęła się na mnie histerycznie wydzierać, jak ją otworzyłam Luke bruh #koronawirus się nie rozprzestrzenia przez paczki z Ali chill the fuck out",2020-01-29 21:34:53+00:00,22,459,,#koronawirus
866,RebeccaRinn,Zobaczyłam Azjatki w metrze... aż słabo mi się zrobiło 😨 #koronawirus #help #xdd,2020-01-29 21:31:46+00:00,0,0,,#koronawirus #help #xdd
867,JareckiKuba,Komisja Europejska uruchomiła Mechanizm Ochrony Ludności w związku z epidemią #koronawirus ,2020-01-29 21:30:17+00:00,0,0,,#koronawirus
868,PolsatNewsPL,W tym roku halowych mistrzostw świata w lekkoatletyce nie będzie - #koronawirus ,2020-01-29 21:22:36+00:00,0,2,,#koronawirus
869,_jacob_mendes_,W moim mieście jest podejrzenie koronawirusem u dwóch osób. SUPER #koronawirus,2020-01-29 21:20:29+00:00,0,0,,#koronawirus
870,2Xbobo,Dzisiejszy odcinek serialu Pierwsza Miłość na Polsacie. Odcinek 3002. #koronavirus #koronawirus #dziendobrytvisoverparty,2020-01-29 21:19:24+00:00,3,4,,#koronavirus #koronawirus #dziendobrytvisoverparty
871,Bania91,Jak zwykle wszystko przez szwabów 😎 #koronawirus @Duke_Kristof @polskalogiczna @TadekM11 @rzeznikRP @lecterro @Korbel1990,2020-01-29 21:18:30+00:00,0,6,@Duke_Kristof @polskalogiczna @TadekM11 @rzeznikRP @lecterro @Korbel1990,#koronawirus
872,TVPLondyn,GIS podał sposób na zabezpieczenie się przed koronawirusem. #TVPolskiLondyn #TPL #TPLtv #PolesinUK #PolacywUK #virus #Koronawirus #Chiny #epidemia #wirus #Polska #Wuhan #UK,2020-01-29 21:12:51+00:00,0,1,,#TVPolskiLondyn #TPL #TPLtv #PolesinUK #PolacywUK #virus #Koronawirus #Chiny #epidemia #wirus #Polska #Wuhan #UK
873,PIUMpl,Obecnie groźniejszy niż koronawirus jest dla Polaków wirus grypy https://pium.pl/?p=108940,2020-01-29 21:12:16+00:00,0,0,,
874,PsseRypin,"Na bieżąco przekazujemy informacje na temat #koronawirus autorytetów medycznych #GIS #MinisterZdrowia, #WHO #ECDC - są to jedyne merytoryczne i aktualne informacje, nie korzystajcie z fake news http://www.tvp.info/46415642/wiceminister-zdrowia-jestesmy-przygotowani-na-pojawienie-sie-koronawirusa #wieszwiecej",2020-01-29 21:08:34+00:00,2,5,,#koronawirus #GIS #MinisterZdrowia #WHO #ECDC #wieszwiecej
875,His_shawty_JB,Mój szef do debyl. Lubi podróżować spoko Gdzie poleciał? Do Hongkongu Co obecnie tam jest?? Koronawirus No debyl...,2020-01-29 21:07:36+00:00,0,0,,
876,Leszek,#Koronawirus - polecicie jakąś apkę żeby to sprawdzać?,2020-01-29 21:06:35+00:00,1,1,,#Koronawirus
877,niedzwiedzki_m,".@TK_GOV_PL zróbcie coś kurwa i powstrzymajcie #koronawirus z Wuhan! Nawet @pisorgpl widzi, że jest on niezgodny z Konstytucją. Nie będzie nam w obcym języku mówił, na co mamy chorować!",2020-01-29 21:04:51+00:00,1,2,@TK_GOV_PL @pisorgpl,#koronawirus
878,BulakGm,#koronawirus to współczesna wersja amerykańskiej stonki. Tym razem padło na #Chiny! #coronaviruswuhan #coronoavirus #CoronaVirusFacts #coronavirues #coronaviruschina #WuhanVirus #WuhanCoronovirus #ChinaVirus #ChinaCoronaVirus #Yankees #USA #virus #VirusWuhan #usaTerrorism,2020-01-29 21:00:41+00:00,0,0,,#koronawirus #Chiny #coronaviruswuhan #coronoavirus #CoronaVirusFacts #coronavirues #coronaviruschina #WuhanVirus #WuhanCoronovirus #ChinaVirus #ChinaCoronaVirus #Yankees #USA #virus #VirusWuhan #usaTerrorism
879,tvp3_lodz,"Według specjalistów, Polsce nie ma zagrożenia #koronavirues #koronawirus #Lodz #medycyna #wirus https://lodz.tvp.pl/46413602/koronawirus-w-lodzi-brak-powodow-do-paniki",2020-01-29 21:00:40+00:00,1,1,,#koronavirues #koronawirus #Lodz #medycyna #wirus
880,gvczi,dlatego dla mnie jedyny zaufanym źródłem jest instagram - lukaszbok_kiks i polecanko bardzo #koronawirus ,2020-01-29 21:00:35+00:00,0,5,,#koronawirus
881,scavi_pl,To chyba koronawirus...zmierz gorączkę Blue Donau.,2020-01-29 20:57:21+00:00,0,0,,
882,twojemotylki,"Mi się teraz wszystko przypomina z tej lektury, bo hehe dżuma hehe koronawirus hehe:D ",2020-01-29 20:56:32+00:00,0,1,,
883,blacksadness_s,co myślicie o całej sytuacji z #koronawirus?,2020-01-29 20:54:15+00:00,0,1,,#koronawirus
884,faktyoswiecie,"Wszystko wskazuje na to, że nowy koronawirus z Wuhan jest bardziej zakaźny niż wirus SARS sprzed kilkunastu lat. https://fakty.tvn24.pl/fakty-o-swiecie,61/koronawirus-z-wuhan-jakie-lekcje-mozna-wyciagnac-z-epidemii-sars,1002746.html",2020-01-29 20:53:32+00:00,1,1,,
885,offcatv,Musi pan sprawdzić czy nie ma pan gorączki to może być koronavirus.,2020-01-29 20:53:26+00:00,0,0,,
886,LKlufczynski,"Amerykański Ford i francuskie Renault poinformowały, że wstrzymują produkcję w swoich fabrykach na terytorium Chin - podała agencja Reutera. Powodem jest rozprzestrzeniający się nowy koronawirus, który w Chinach zabił już ponad 130 osób #forextrading",2020-01-29 20:50:58+00:00,0,1,,#forextrading
887,AwomirKulik,Grypa w zeszłym roku. Koronawirus w tydzień.,2020-01-29 20:49:43+00:00,0,0,,
888,ArachneOfficial,"KORONAWIRUS z Wuhan - najważniejsze INFORMACJE OD LEKARZA https://youtu.be/MtqM6e33VNw przez @YouTube Kochani, planowałem zrobić filmik o coronavirusie, ALE obejrzałem ten i jest zaskakująco poprawny, ciekawy i wgl super zrobiony moim zdaniem (na pewno lepiej niż ja bym",2020-01-29 20:47:48+00:00,0,9,@YouTube,
889,Stopikowski,Jerzy Zięba - Koronawirus - JAK leczyć ściągajcie to na swoje dyski ! https://youtu.be/2eDQwKeXdTI przez @YouTube,2020-01-29 20:46:59+00:00,0,0,@YouTube,
890,potomekeu,"Wiecie, że gdyby umarło 97% chińczyków populacja Chin wciąż przekraczałaby liczebnie populacje Polski? #koronawirus",2020-01-29 20:44:20+00:00,0,2,,#koronawirus
891,Wiktor99842152,PILNE! Finlandia: koronawirus w Laponii? Kolejny przypadek zakażenia w Europie! ,2020-01-29 20:44:09+00:00,1,0,,
892,o21legendRoman,Uwaga: KORONAWIRUS 🤑 Wróciłem z Azji i znów tam jadę 😱⁉️ Musisz to zobac... https://youtu.be/dR9zPfmHTLs przez @YouTube,2020-01-29 20:41:36+00:00,0,0,@YouTube,
893,OrzelCzyReszta,#koronawirus nie wyjdzie do Polski dzięki rozmowom Grodzkiego z z @chybaPutin,2020-01-29 20:41:27+00:00,1,1,,#koronawirus
894,Kubalessini,Świat bardziej odczuje wirusa w sferze gospodarki niż zdrowia. #武汉肺炎 #WuhanCoronavirus #China #coronaravirus #koronawirus #virus #Corona,2020-01-29 20:41:13+00:00,0,1,,#WuhanCoronavirus #China #coronaravirus #koronawirus #virus #Corona
895,chmiielewski,Przed IO 2016 był Zika. Przed IO 2020 - koronawirus. Jakiś słaby czas nad letnimi igrzyskami,2020-01-29 20:39:14+00:00,0,9,,
896,aciebieniema,"koronawirus nam nie zagraza tbh, im just into hiv-1",2020-01-29 20:39:10+00:00,0,1,,
897,opiacik,To taki koronawirus,2020-01-29 20:37:49+00:00,0,1,,
898,Barbara96913515,Koronawirus daje się we znaki! Lekkoatletyczne HMŚ - światowa federacja przełożyła imprezę na 2021 rok #TVRepublika #WuhanCoronovirus #koronawirus https://bit.ly/37Bbphu #ENDEGO,2020-01-29 20:37:32+00:00,0,0,,#TVRepublika #WuhanCoronovirus #koronawirus #ENDEGO
899,salatkagyrosik,KORONAWIRUS W LODZI,2020-01-29 20:35:41+00:00,0,0,,
900,wPrawopl,PILNE! Finlandia: koronawirus w Laponii? Kolejny przypadek zakażenia w Europie! ,2020-01-29 20:33:31+00:00,6,5,,
901,seb_pisarski,"Ciekawe ile przypadków #koronawirus w Polsce spowoduje szturm na apteki oraz do przychodni? Ponadto, jeżeli kolejki w przychodniach są realne to osoby zwykle w nich ""stojące"" może spotkać niebawem proces selekcji naturalnej. Wyobraźmy sobie starsze osoby i ich kontakt z wirusem. ",2020-01-29 20:32:29+00:00,0,4,,#koronawirus
902,faktyoswiecie,"Nowy koronawirus z Wuhan powoduje gorączkę, kaszel, duszności i trudności w oddychaniu. https://fakty.tvn24.pl/fakty-o-swiecie,61/koronawirus-z-wuhan-jakie-sa-objawy-zakazenia,1002744.html",2020-01-29 20:31:03+00:00,0,0,,
903,TomaszGryguc,"plwocinami, kiedy zaskowytaliby,że to antysemitzymmmmmmmmmm! czy inny koronawirus.... https://m.facebook.com/story.php?story_fbid=186842686058230&amp;id=110308743711625",2020-01-29 20:30:21+00:00,0,2,,
904,tvp_info,"Całość rozmowy red. @michalrachon ze Steve'em Bannonem w #Minęła20 o #Koronawirus, #Chiny i impeachment Donalda Trumpa #wieszwiecej",2020-01-29 20:28:27+00:00,24,36,@michalrachon,#Min #Koronawirus #Chiny #wieszwiecej
905,marbin1976,"Koronawirus daje się we znaki! Lekkoatletyczne HMŚ - światowa federacja przełożyła imprezę na 2021 rok http://telewizjarepublika.pl/koronawirus-daje-sie-we-znaki-lekkoatletyczne-hms-swiatowa-federacja-przelozyla-impreze-na-2021-rok,90711.html",2020-01-29 20:28:10+00:00,0,0,,
906,TomaszOta,"Towarzyszu Kłodnicki. Myślałem że koronawirus z Chin jest niebezpieczny. Ale on nie działa na mózg. Natomiast Tuskowiensis głupolus , czy Lewandoglionella idiotus , albo Brejzanicymbalus oraz Nitrasica pierdolica to sa wirusy odporne na wszystkie antybiotyki , Masz przesrane.",2020-01-29 20:28:10+00:00,0,0,,
907,TesTeq,"Tylko nie mówcie mi, że #koronawirus i ta premiera to zwykły zbieg okoliczności! https://www.netflix.com/pl/title/81026143 @GosiaFraser @Orginal_Replica @macmil71 @infel1 @PaniDubito",2020-01-29 20:26:44+00:00,0,3,@GosiaFraser @Orginal_Replica @macmil71 @infel1 @PaniDubito,#koronawirus
908,HomoMediaevalis,"A co by było, jakby Gang Słodziaków, który był wyprodukowany w Chinach roznosił #koronawirus #coronavirus?",2020-01-29 20:25:27+00:00,0,0,,#koronawirus #coronavirus
909,MiastoWolsztyn,"Jak przygotowani, znaczy kierowac bez skierowania do oddz zakaznych, zaplaci pan za testy na koronawirus, jak na grype nie placicie, nie oklamujcie ludzi. Jak pokawi sie to u nas to lezycie",2020-01-29 20:23:32+00:00,0,0,,
910,kyliezzly,jest podejrzenie u 2 mężczyzn w gdańsku 🤭 #koronawirus,2020-01-29 20:21:35+00:00,0,3,,#koronawirus
911,wPolscepl,Zastępca Głównego Inspektora Sanitarnego dla @wPolscepl ⬇️ CC: @GIS_gov @MaciejFreeWolny #koronawirus #coronaviruswuhan,2020-01-29 20:20:37+00:00,0,1,@wPolscepl @GIS_gov @MaciejFreeWolny,#koronawirus #coronaviruswuhan
912,poyo_boi,#koronawirus #coronoavirus Zamierzam być pierwszą osobą która zostanie zarażona w tym kraju więc cała reszta wypierdalać.,2020-01-29 20:18:19+00:00,0,2,,#koronawirus #coronoavirus
913,geekweb_pl,Kolejny przypadek #koronawirus potwierdzony w Europie. Tym razem w Finlandii. #coronavirus #koronavirus #Wuhan,2020-01-29 20:17:51+00:00,0,1,,#koronawirus #coronavirus #koronavirus #Wuhan
914,Krzychu74706173,"A teraz Was zaskoczę zwróćcie uwagę na datę kiedy to pisałem, jeszcze o koronawirus się nie mówiło. Szykują masową depopulację na świecie, w tym i w Polsce, rzekomymi szczepionkami ratunkowymi. ",2020-01-29 20:17:36+00:00,16,34,,
915,JaszczurWielki,Koronawirus atakuje !,2020-01-29 20:17:35+00:00,0,1,,
916,ZofiaBogocz,Oj tu chociaż coś tym razem na uspokojenie trochę (bo wszędzie o tym wirusie)... Jerzy Zięba - czy Koronawirus zagraża Polakom? Czy świat jest gotowy na ... https://youtu.be/vffI_RqaL30 przez @YouTube,2020-01-29 20:16:04+00:00,0,0,@YouTube,
917,Jozef15952055,Koronawirus jest w Polsce już od ok 30 lat na Czerskiej i Wiertniczej....,2020-01-29 20:15:51+00:00,0,0,,
918,tvp_info,"Steve #Bannon w #Minęła20 #koronawirus Czernobylem Chin?:W przypadku Czernobyla chodziło o kłamstwo. Kłamstwo Związku Sowieckiego, które to doprowadziło, że ludzie na Ukrainie, Białorusi i w Polsce zachorowali(...) KPCh kłamała przez 2 miesiące, kiedy wirus się rozprzestrzeniał ",2020-01-29 20:14:44+00:00,17,46,,#Bannon #Min #koronawirus
919,LievenGEVAERT2,2019ncov Koronawirus - Testy już są ,2020-01-29 20:14:11+00:00,0,0,,
920,tvp_info,"Steve #Bannon w #Minęła20 #koronawirus: Myślę, że to najważniejsza historia na świecie(...)Ta pandemia będzie czymś, co potencjalnie może zmienić bieg historii ludzkości, bo mamy wirus, chorobę, o której wiemy naprawdę niewiele i mamy już 132 osoby, które umarły w wyniku infekcji ",2020-01-29 20:14:00+00:00,21,41,,#Bannon #Min #koronawirus
921,anhed000nia,strasznie smutno czytać jak niektórzy piszą że chcą żeby ich dopadł koronawirus,2020-01-29 20:12:52+00:00,1,0,,
922,inwokacje,jeszczw raz gdzies zobacze slowo koronawirus to pierdolne se w leb ja pierdole to juz sie nudne robi,2020-01-29 20:09:50+00:00,0,1,,
923,unpicol0,Jakby mam ferie i mi się nudzi. Co moge ciekawego zrobić oprócz czekania na #koronawirus? #ferie,2020-01-29 20:09:46+00:00,0,0,,#koronawirus #ferie
924,ExtasyChild,"W chuj zjebane jest to, że wszyscy zaczynają cancelować loty z Chin, a Polska nie dość, że tego nawet nie ogranicza, to kurwa nie bierze ludzi na żadną obserwacje, tylko daje im papierki, żeby nie było niczego do zarzucenia Japierdole xD #koronawirus #coronawirus",2020-01-29 20:09:22+00:00,2,15,,#koronawirus #coronawirus
925,BozenaPrzyluska,"#koronawirus Na smartfonie jest średnio 5x więcej drobnoustrojów niż na desce klozetowej. Mycie rąk nie chroni przed chorobą, jeśli nie dezynfekujesz smartfona - są na nim zarazki z klamek, poręczy czy koszyków. Wystarczy antyseptyczna chusteczka lub wacik nasączony spirytusem ",2020-01-29 20:05:33+00:00,6,12,,#koronawirus
926,TOPTVPINFO,"#Minęła20 | S. #Bannon, były doradca D. Trumpa, u @michalrachon: Koronawirus to biologiczny Czarnobyl Chin. Władze Związku Sowieckiego interesowało tylko to, by pozostać przy władzy. Teraz Chińska Partia Komunistyczna kłamała przez 2 miesiące, gdy wirus się rozprzestrzeniał. ",2020-01-29 20:03:12+00:00,7,16,@michalrachon,#Min #Bannon
